,PhoneService,InternetService,OnlineSecurity,Contract,PaperlessBilling,PaymentMethod
4466,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4467,Yes,DSL,No,One year,Yes,Mailed check
4468,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic)
4469,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
4470,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic)
4471,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic)
4472,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic)
4473,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4474,No,DSL,No,Two year,No,Credit card (automatic)
4475,Yes,No,No internet service,Month-to-month,No,Electronic check
4476,Yes,No,No internet service,Month-to-month,No,Mailed check
4477,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic)
4478,Yes,DSL,No,Month-to-month,Yes,Electronic check
4479,Yes,No,No internet service,Two year,No,Electronic check
4480,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
4481,No,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic)
4482,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4483,Yes,No,No internet service,Two year,No,Credit card (automatic)
4484,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4485,Yes,DSL,Yes,Two year,No,Bank transfer (automatic)
4486,Yes,Fiber optic,No,Month-to-month,No,Mailed check
4487,Yes,No,No internet service,One year,No,Credit card (automatic)
4488,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic)
4489,Yes,DSL,No,One year,Yes,Bank transfer (automatic)
4490,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic)
4491,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic)
4492,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
4493,Yes,No,No internet service,Two year,No,Credit card (automatic)
4494,Yes,Fiber optic,No,Month-to-month,No,Electronic check
4495,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4496,Yes,DSL,Yes,Two year,No,Credit card (automatic)
4497,Yes,Fiber optic,No,One year,Yes,Electronic check
4498,Yes,No,No internet service,One year,Yes,Mailed check
4499,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
4500,Yes,Fiber optic,No,One year,No,Credit card (automatic)
4501,Yes,No,No internet service,Two year,No,Credit card (automatic)
4502,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4503,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
4504,Yes,No,No internet service,One year,No,Credit card (automatic)
4505,Yes,No,No internet service,Two year,Yes,Mailed check
4506,Yes,DSL,No,Two year,No,Credit card (automatic)
4507,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic)
4508,Yes,No,No internet service,Month-to-month,No,Mailed check
4509,Yes,Fiber optic,No,Month-to-month,No,Electronic check
4510,Yes,DSL,No,Month-to-month,No,Credit card (automatic)
4511,Yes,DSL,No,One year,No,Electronic check
4512,Yes,DSL,No,Two year,Yes,Bank transfer (automatic)
4513,Yes,DSL,Yes,Two year,No,Credit card (automatic)
4514,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4515,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4516,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
4517,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4518,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4519,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic)
4520,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic)
4521,No,DSL,Yes,Month-to-month,No,Electronic check
4522,Yes,No,No internet service,One year,No,Credit card (automatic)
4523,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check
4524,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
4525,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic)
4526,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic)
4527,Yes,Fiber optic,No,Two year,Yes,Electronic check
4528,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
4529,Yes,DSL,No,Month-to-month,No,Mailed check
4530,Yes,No,No internet service,Two year,No,Mailed check
4531,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4532,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4533,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic)
4534,Yes,DSL,No,Month-to-month,No,Credit card (automatic)
4535,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4536,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4537,No,DSL,No,Month-to-month,Yes,Mailed check
4538,Yes,Fiber optic,No,Month-to-month,No,Electronic check
4539,Yes,DSL,Yes,Two year,Yes,Electronic check
4540,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic)
4541,Yes,DSL,No,Month-to-month,No,Mailed check
4542,Yes,Fiber optic,No,Month-to-month,No,Mailed check
4543,Yes,No,No internet service,One year,No,Bank transfer (automatic)
4544,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4545,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic)
4546,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4547,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
4548,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
4549,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
4550,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
4551,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
4552,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic)
4553,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic)
4554,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic)
4555,Yes,No,No internet service,Two year,No,Mailed check
4556,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4557,No,DSL,No,One year,No,Credit card (automatic)
4558,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4559,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic)
4560,Yes,Fiber optic,No,One year,Yes,Electronic check
4561,Yes,DSL,No,Month-to-month,No,Electronic check
4562,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic)
4563,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4564,Yes,No,No internet service,Month-to-month,No,Mailed check
4565,No,DSL,Yes,One year,No,Bank transfer (automatic)
4566,Yes,Fiber optic,No,One year,Yes,Electronic check
4567,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4568,Yes,Fiber optic,No,One year,Yes,Electronic check
4569,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic)
4570,Yes,No,No internet service,Month-to-month,Yes,Mailed check
4571,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4572,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4573,Yes,No,No internet service,Two year,No,Electronic check
4574,Yes,Fiber optic,No,One year,Yes,Credit card (automatic)
4575,Yes,No,No internet service,Month-to-month,No,Mailed check
4576,Yes,No,No internet service,Month-to-month,No,Electronic check
4577,Yes,Fiber optic,Yes,One year,Yes,Electronic check
4578,Yes,DSL,No,Month-to-month,Yes,Mailed check
4579,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4580,Yes,No,No internet service,Two year,No,Credit card (automatic)
4581,Yes,No,No internet service,Two year,No,Mailed check
4582,Yes,DSL,Yes,Two year,Yes,Credit card (automatic)
4583,Yes,DSL,Yes,Two year,No,Electronic check
4584,Yes,DSL,Yes,Two year,No,Credit card (automatic)
4585,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4586,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic)
4587,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic)
4588,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
4589,Yes,No,No internet service,Two year,No,Mailed check
4590,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic)
4591,Yes,No,No internet service,Month-to-month,Yes,Electronic check
4592,Yes,No,No internet service,One year,Yes,Mailed check
4593,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic)
4594,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4595,Yes,DSL,No,Two year,No,Bank transfer (automatic)
4596,Yes,Fiber optic,No,One year,Yes,Credit card (automatic)
4597,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
4598,Yes,DSL,Yes,Month-to-month,No,Mailed check
4599,Yes,DSL,No,One year,Yes,Bank transfer (automatic)
4600,Yes,Fiber optic,Yes,Two year,No,Mailed check
4601,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4602,Yes,No,No internet service,Two year,Yes,Mailed check
4603,No,DSL,Yes,Month-to-month,No,Mailed check
4604,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4605,Yes,DSL,No,Two year,No,Mailed check
4606,Yes,No,No internet service,Two year,No,Mailed check
4607,Yes,DSL,No,Month-to-month,Yes,Mailed check
4608,Yes,DSL,No,Two year,Yes,Bank transfer (automatic)
4609,Yes,DSL,No,One year,Yes,Mailed check
4610,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic)
4611,Yes,No,No internet service,Two year,Yes,Credit card (automatic)
4612,No,DSL,No,Two year,No,Mailed check
4613,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4614,Yes,No,No internet service,Month-to-month,No,Mailed check
4615,Yes,DSL,Yes,Two year,No,Bank transfer (automatic)
4616,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic)
4617,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic)
4618,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4619,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4620,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic)
4621,Yes,DSL,Yes,Month-to-month,Yes,Electronic check
4622,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
4623,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4624,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4625,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4626,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4627,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
4628,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic)
4629,Yes,No,No internet service,Month-to-month,Yes,Mailed check
4630,Yes,DSL,Yes,Month-to-month,No,Mailed check
4631,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4632,Yes,No,No internet service,Month-to-month,No,Mailed check
4633,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
4634,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic)
4635,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
4636,Yes,No,No internet service,One year,No,Bank transfer (automatic)
4637,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic)
4638,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4639,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4640,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4641,No,DSL,No,Month-to-month,No,Mailed check
4642,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
4643,Yes,DSL,No,Month-to-month,Yes,Mailed check
4644,Yes,DSL,No,Month-to-month,Yes,Mailed check
4645,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4646,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
4647,Yes,DSL,No,Month-to-month,No,Mailed check
4648,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4649,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic)
4650,Yes,No,No internet service,Month-to-month,No,Mailed check
4651,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check
4652,Yes,No,No internet service,One year,Yes,Credit card (automatic)
4653,No,DSL,No,Month-to-month,No,Credit card (automatic)
4654,Yes,No,No internet service,One year,Yes,Electronic check
4655,Yes,DSL,Yes,One year,No,Mailed check
4656,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4657,No,DSL,No,Month-to-month,Yes,Credit card (automatic)
4658,Yes,DSL,No,Month-to-month,No,Mailed check
4659,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic)
4660,Yes,No,No internet service,Month-to-month,No,Mailed check
4661,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
4662,Yes,No,No internet service,Month-to-month,No,Credit card (automatic)
4663,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4664,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic)
4665,No,DSL,Yes,Two year,No,Bank transfer (automatic)
4666,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic)
4667,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic)
4668,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic)
4669,Yes,No,No internet service,Two year,No,Mailed check
4670,No,DSL,Yes,Month-to-month,No,Bank transfer (automatic)
4671,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4672,Yes,DSL,No,Month-to-month,No,Mailed check
4673,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check
4674,Yes,DSL,No,One year,No,Mailed check
4675,Yes,Fiber optic,No,One year,Yes,Electronic check
4676,Yes,No,No internet service,Month-to-month,Yes,Electronic check
4677,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4678,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4679,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
4680,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic)
4681,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4682,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic)
4683,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4684,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic)
4685,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic)
4686,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic)
4687,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
4688,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
4689,Yes,No,No internet service,Month-to-month,No,Electronic check
4690,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic)
4691,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4692,Yes,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic)
4693,Yes,No,No internet service,Two year,No,Credit card (automatic)
4694,Yes,No,No internet service,Month-to-month,Yes,Mailed check
4695,Yes,No,No internet service,One year,No,Mailed check
4696,Yes,Fiber optic,No,Two year,No,Electronic check
4697,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4698,Yes,DSL,No,Two year,Yes,Bank transfer (automatic)
4699,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic)
4700,Yes,DSL,No,Month-to-month,Yes,Mailed check
4701,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4702,No,DSL,No,One year,Yes,Electronic check
4703,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
4704,Yes,DSL,Yes,Month-to-month,No,Electronic check
4705,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
4706,Yes,DSL,No,Month-to-month,Yes,Mailed check
4707,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
4708,Yes,DSL,Yes,Two year,Yes,Credit card (automatic)
4709,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
4710,No,DSL,No,Two year,No,Mailed check
4711,Yes,No,No internet service,One year,No,Mailed check
4712,Yes,Fiber optic,Yes,One year,Yes,Electronic check
4713,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic)
4714,Yes,DSL,Yes,Two year,Yes,Mailed check
4715,Yes,DSL,Yes,Two year,Yes,Credit card (automatic)
4716,Yes,DSL,Yes,Two year,No,Bank transfer (automatic)
4717,Yes,Fiber optic,Yes,One year,Yes,Electronic check
4718,Yes,No,No internet service,One year,Yes,Mailed check
4719,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4720,Yes,Fiber optic,No,One year,No,Electronic check
4721,Yes,No,No internet service,Month-to-month,No,Mailed check
4722,Yes,DSL,No,One year,Yes,Credit card (automatic)
4723,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4724,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic)
4725,Yes,DSL,No,Month-to-month,No,Mailed check
4726,No,DSL,Yes,Two year,Yes,Electronic check
4727,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
4728,No,DSL,Yes,Two year,No,Mailed check
4729,No,DSL,No,Two year,Yes,Credit card (automatic)
4730,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
4731,Yes,No,No internet service,One year,No,Mailed check
4732,Yes,No,No internet service,Two year,No,Credit card (automatic)
4733,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
4734,Yes,DSL,Yes,One year,No,Credit card (automatic)
4735,Yes,DSL,No,One year,Yes,Bank transfer (automatic)
4736,Yes,DSL,Yes,Two year,No,Credit card (automatic)
4737,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic)
4738,Yes,Fiber optic,No,Month-to-month,No,Mailed check
4739,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic)
4740,No,DSL,Yes,Month-to-month,No,Bank transfer (automatic)
4741,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4742,Yes,No,No internet service,Two year,Yes,Mailed check
4743,Yes,DSL,No,Two year,No,Credit card (automatic)
4744,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
4745,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4746,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4747,Yes,No,No internet service,One year,No,Bank transfer (automatic)
4748,Yes,No,No internet service,One year,No,Credit card (automatic)
4749,Yes,DSL,No,Month-to-month,Yes,Electronic check
4750,No,DSL,Yes,One year,No,Mailed check
4751,Yes,No,No internet service,Month-to-month,No,Credit card (automatic)
4752,Yes,No,No internet service,One year,No,Mailed check
4753,Yes,Fiber optic,No,Month-to-month,No,Electronic check
4754,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
4755,Yes,Fiber optic,No,Month-to-month,No,Electronic check
4756,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic)
4757,Yes,DSL,No,Month-to-month,No,Mailed check
4758,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
4759,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4760,Yes,DSL,Yes,One year,Yes,Electronic check
4761,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
4762,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic)
4763,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4764,Yes,DSL,No,Month-to-month,Yes,Electronic check
4765,No,DSL,No,Two year,No,Credit card (automatic)
4766,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic)
4767,Yes,No,No internet service,One year,No,Credit card (automatic)
4768,Yes,No,No internet service,Two year,No,Credit card (automatic)
4769,Yes,No,No internet service,One year,No,Electronic check
4770,Yes,No,No internet service,One year,No,Mailed check
4771,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4772,Yes,DSL,No,One year,No,Bank transfer (automatic)
4773,No,DSL,No,One year,Yes,Mailed check
4774,Yes,Fiber optic,No,One year,Yes,Electronic check
4775,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
4776,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4777,Yes,DSL,No,Month-to-month,No,Mailed check
4778,Yes,No,No internet service,Two year,Yes,Mailed check
4779,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4780,Yes,Fiber optic,No,Month-to-month,No,Mailed check
4781,Yes,No,No internet service,Two year,No,Credit card (automatic)
4782,Yes,Fiber optic,No,Month-to-month,No,Mailed check
4783,Yes,DSL,Yes,One year,No,Electronic check
4784,Yes,No,No internet service,Month-to-month,Yes,Mailed check
4785,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
4786,Yes,Fiber optic,No,Two year,Yes,Electronic check
4787,Yes,DSL,Yes,Month-to-month,No,Mailed check
4788,Yes,DSL,No,Two year,No,Credit card (automatic)
